202
406.383 -996.808 8.125,1,stand,,
448.366 -713.408 2.61105,0 2 170 171,stand,,
112.801 -687.417 3.34208,1 3 116 168 170,stand,,
-66.2365 -450.202 9.625,2 4 116 166,stand,,
-447.742 -443.601 128.125,3 5,stand,,
-617.628 -447.552 128.125,4 6 102 164,stand,,
-898.712 -402.726 128.125,5 7 161 164 173,stand,,
-897.8 -0.0729294 128.125,6 8 96 173 174 193,stand,,
-1133.99 309.487 128.125,7 9 94 174,stand,,
-1136.71 638.779 6.63942,8 10 150 155,stand,,
-1333.71 825.21 22.2661,9 11 150 155 187,stand,,
-1399.31 1144.05 34.593,10 12 145 185,stand,,
-1527.19 1586.52 29.3174,11 13 184,stand,,
-1338.75 1871.95 5.26964,12 14 184 186,stand,,
-930.459 1872.43 128.125,13 15 43,stand,,
-930.193 2079.46 128.125,14 16 179,stand,,
-1058.04 2058.65 128.125,15 17 182,claymore,,
-1183.66 2069.85 128.125,16 18,stand,,
-1261.86 2125.8 128.125,17 19,stand,,
-1312.32 2284.89 128.125,18 20 180,stand,,
-1432.73 2350.3 128.125,19 21 181,stand,,
-1399.97 2503.71 128.125,20 22 35,stand,,
-1401.8 2800.22 128.125,21 23 135,stand,,
-1157.09 2831.96 128.125,22 24 85 86 87,stand,,
-699.685 2788.47 128.125,23 39 86 91 199 201,stand,,
-349.738 3107.76 128.125,26 68 79 199,stand,,
-57.8028 3101.08 128.125,25 27 68 199,stand,,
492.9 3100.07 128.125,26 28 67,stand,,
491.83 2894.54 128.125,27 29,claymore,,
489.494 2763.66 128.125,28 30 65,stand,,
44.4449 2720.55 128.125,29 31 38 128,stand,,
-379.089 2687.54 9.71779,30 32 37 128,stand,,
-614.751 2787.78 -11.875,31 33,stand,,
-965.358 2769.1 -11.875,32 34,stand,,
-1014.5 2667.07 -11.875,33 35 36,stand,,
-1060.96 2489.31 -7.875,34 21,claymore,,
-849.313 2587.94 -11.875,34 37,stand,,
-526.588 2621.13 -11.875,36 31,stand,,
47.124 2479 128.125,30 39 60 64 65,stand,,
-495.297 2480.22 128.125,38 24 40 64 89 130 192 199,stand,,
-523.663 2322.01 128.125,39 41 89,stand,,
-484.951 2027.03 128.125,40 42 48,tube,,
-672.341 1878.62 128.125,41 47 89 90 48,stand,,
-895.934 1874.09 128.125,14 44 90,stand,,
-884.314 1680.48 128.125,43 45 198,stand,,
-864.635 1498.88 128.125,44 46,stand,,
-757.289 1498.95 128.125,45 47,claymore,,
-639.638 1496.84 128.125,46 42 48 49 51 53 92,stand,,
-513.74 1692.96 128.125,41 47 49 42,stand,,
-512.401 1357.21 128.125,48 50 51 47,stand,,
-171.662 1357.12 128.125,49 57,stand,,
-528.04 1148.21 128.125,49 52 53 47,stand,,
-277.125 1063.51 128.125,51,crouch,,
-525.929 958.095 128.125,51 54 47 92 176 178,stand,,
-120.639 973.174 6.5676,53 55 191,stand,,
-33.7064 1203.46 -1.875,54 56,stand,,
389.48 1354.76 6.125,55 57 58 123,stand,,
60.0474 1363.18 6.125,56 50,stand,,
392.45 1612.53 68.125,56 59 123,stand,,
201.384 1850.54 128.125,58 60 61 124,grenade,,
59.2228 2065.41 128.125,59 38,stand,,
-111.08 1886.51 128.125,59 62 63 125,stand,,
-112.371 2337.36 128.125,61 64 127,stand,,
-97.1252 1975.41 128.125,61,crouch,,
-56.3634 2459.1 128.125,62 38 39 126,stand,,
355.323 2551.25 128.125,38 29 66 127,stand,,
611.077 2458.69 127.125,65,crouch,,
382.84 3278.43 128.125,27 68,stand,,
51.6675 3265.07 128.125,67 26 25 69,stand,,
-246.477 3592.17 128.125,68 70 131,stand,,
-517.078 3895.76 128.125,69 71 72 81,stand,,
-642.043 3756.9 128.125,70,crouch,,
-657.602 3827.81 128.125,70 73,stand,,
-771.177 3904.83 127.125,72 74 132,stand,,
-898.799 3670.28 128.125,73 75 84,stand,,
-733.307 3643.25 128.125,74 76 83,claymore,,
-626.175 3644.8 128.125,75 77,stand,,
-468.96 3485.13 128.125,76 78 80,stand,,
-535.845 3308.02 128.125,77 79,stand,,
-461.805 3224.74 128.125,78 25,claymore,,
-292.63 3431.15 128.125,77,crouch,,
-662.307 3777.11 128.125,70 82,climb,,
-673.947 3764.89 164.125,81 83,stand,,
-689.316 3749.93 128.125,82 75,climb,,
-1297.1 3397.63 128.125,74 85 132 134 200,stand,,
-1128.65 3055.71 128.125,84 23 86,stand,,
-953.439 2873.97 128.125,85 24 87 23,stand,,
-929.598 2641.29 128.125,86 88 23,stand,,
-755.002 2421.6 128.125,87 89 192,stand,,
-728.126 2002.11 128.125,88 42 39 40 90 91 192,stand,,
-795.182 1871.43 128.125,89 43 42,stand,,
-668.241 2428.81 128.125,24 89 192 199,stand,,
-648.85 851.919 128.125,47 53 93 176,stand,,
-1006.86 839.689 128.125,92 94 190,stand,,
-1030.48 351.062 128.125,93 8 95,stand,,
-735.956 258.1 128.125,94 96 174 175,stand,,
-613.859 131.758 128.125,95 104 7 105,stand,,
-387.259 134.297 128.125,98 99 100 104,stand,,
-404.423 206.875 128.125,97 99,claymore,,
-194.693 230.804 128.125,98 97 109,stand,,
-277.573 57.6661 128.125,97 101,stand,,
-284.647 -235.895 128.125,100 103 106 110,stand,,
-611.518 -269.577 128.125,103 105 5 164,stand,,
-533.091 -246.54 128.125,101 102 104,stand,,
-532.313 138.563 128.125,103 97 96,stand,,
-621.588 -45.8269 128.125,96 102 173,stand,,
-78.0552 -36.0336 128.125,101 107,stand,,
35.6401 -36.3573 128.125,106 108 112,stand,,
27.4765 105.64 128.125,107 109 111,stand,,
-66.9161 225.963 128.125,108 99,stand,,
-116.334 -346.19 128.125,101,crouch,,
-53.7433 96.9107 128.125,108,crouch,,
86.7327 -30.9348 128.125,107 113,claymore,,
203.988 -42.3419 128.125,112 114,stand,,
212.393 -310.098 9.125,113 115,stand,,
300.628 -406.333 9.625,114 116 171 172,stand,,
82.0804 -463.819 9.625,115 3 2,stand,,
492.316 7.14276 8.125,118 172,stand,,
392.349 338.584 7.51223,117 119 120,stand,,
296.496 279.485 8.125,118,crouch,,
292.793 514.474 8.125,118 121,stand,,
320.912 937.096 6.125,120 122 191,stand,,
518.615 1153.87 -1.875,121 123 191,stand,,
513.368 1366.85 6.125,122 56 124 58,stand,,
502.022 1713.19 68.125,123 59 125,stand,,
237.129 1956.74 128.125,124 126 61,stand,,
134.479 2042.82 128.125,125 64 127,stand,,
140.061 2445.09 128.125,65 62 126,stand,,
-223.48 2616.13 73.8052,129 31 30,stand,,
-222.864 2575.13 79.4645,128 130,climb,,
-222.864 2558.81 128.125,129 39,stand,,
16.1379 3660.93 128.125,69,crouch,,
-1003.98 3788.9 127.125,73 84 133,stand,,
-1023.88 3933.87 127.125,132,crouch,,
-1535.73 3244.08 128.125,84 135 136,stand,,
-1525.74 2866.73 128.125,134 22,stand,,
-1705.49 3173.94 96.1528,134 137 142,stand,,
-1858.72 2686.64 9.94913,136 138 141,stand,,
-2180.11 2523.21 17.8275,137 139 142,stand,,
-2143.39 2158.73 9.18893,138 140,stand,,
-1929.75 2034.37 5.49308,139 141 143 183,stand,,
-1914.45 2360.45 24.8347,140 137,stand,,
-2077.83 2936.64 38.0118,138 136,stand,,
-1896.29 1745.31 9.19772,140 144 149 183,stand,,
-2059.53 1361.06 9.56245,143 145 149 153,stand,,
-1862.44 1073.18 37.5207,144 146 11 150 151 153,stand,,
-1691.61 1145.38 31.5275,145 147 150,stand,,
-1519.92 1258.16 72.125,146 148,stand,,
-1672.08 1528.47 72.125,147 149,stand,,
-1823.41 1446.92 20.6236,148 143 144,stand,,
-1656.5 929.407 34.0091,145 9 10 146 154 151,grenade,,
-1815.32 665.371 28.785,145 152 154 150,stand,,
-2048.35 852.576 25.3615,151 153,stand,,
-2049.53 1093.87 23.2014,152 144 145,stand,,
-1698.19 443.89 50.8605,151 155 150 156,stand,,
-1415.93 610.693 31.6888,154 9 10,stand,,
-1755.57 53.781 108.933,154 157 158,stand,,
-1599.52 -160.221 132.215,156 160 161,stand,,
-1795.34 -188.013 128.404,156 159,stand,,
-1793.65 -456.519 128.125,160 158 194,stand,,
-1524.32 -442.407 120.125,159 157 195,stand,,
-1332.2 -368.038 129.125,157 6 196,stand,,
-1048.33 -694.623 128.125,163 165 195,stand,,
-1047.36 -554.47 128.125,162 164,stand,,
-879.334 -529.823 128.125,163 6 5 102,stand,,
-574.139 -698.075 -6.03351,162 166 167,stand,,
-175.644 -533.784 1.48203,165 3 167,stand,,
-249.833 -754.044 1.47023,166 165 168,stand,,
-35.1412 -812.05 8.125,167 2 170,stand,,
266.137 -1016.06 8.125,170,stand,,
266.273 -818.72 8.125,169 2 168 1,stand,,
443.732 -469.296 4.79959,1 115 172,stand,,
384.969 -220.807 7.1031,171 115 117,stand,,
